w Re(f(w)) Im(f(w))
134992.481203008 1.87883490313277E-07 9.69390391217814E-08
135488.721804511 1.33022458445666E-06 -1.89691486537865E-06
135984.962406015 -1.47320001878526E-06 2.17565713691308E-06
136481.203007519 3.55664268596059E-06 3.23674789699782E-06
136977.443609023 1.65982039929187E-06 1.43844127135447E-06
137473.684210526 -2.18118684075489E-08 2.74042217435919E-06
137969.92481203 -1.53152692096075E-06 6.90694830532247E-07
138466.165413534 9.90856788951638E-07 1.29363545880237E-06
138962.406015038 1.82000835864432E-06 1.10716889036274E-06
139458.646616541 4.97752616410546E-07 -4.26003677848475E-06
139954.887218045 1.85254703924784E-06 1.09699578116309E-07
140451.127819549 -3.21539179189125E-07 -2.97248366705474E-07
140947.368421053 -2.15179022207162E-06 1.06376599369137E-06
141443.609022556 8.5052232373497E-06 3.03053669235572E-06
141939.84962406 1.34638686715549E-07 1.99054399073118E-06
142436.090225564 -9.61523904101229E-08 3.56031336141573E-06
142932.330827068 1.47499896948992E-06 8.5027126669377E-07
143428.571428571 4.68116267635079E-06 8.02895836478859E-07
143924.812030075 -3.38173839962557E-06 2.51760289189262E-07
144421.052631579 4.81058831475263E-07 8.3259236840569E-08
144917.293233083 4.1555876844018E-06 2.62839264117814E-06
145413.533834586 -2.04245635681399E-07 -3.38784953094487E-06
145909.77443609 5.10940437814497E-06 -1.61917445029595E-05
146406.015037594 3.99936990070686E-06 5.73515396710215E-06
146902.255639098 7.42388934326507E-07 1.9567410814338E-06
147398.496240601 7.29993751380862E-07 -5.16572699602866E-07
147894.736842105 8.47110691814074E-07 2.2118426866263E-07
148390.977443609 -1.03620083956756E-06 -6.26174038005515E-07
148887.218045113 4.59843363373186E-07 7.14234604889276E-07
149383.458646617 1.36288538332971E-06 -1.42392404786667E-06
149879.69924812 2.35937323804755E-06 -4.42567648522984E-07
150375.939849624 -1.90004114104537E-06 -4.43662282948427E-07
150872.180451128 -1.94170844276488E-06 -2.51414648919565E-07
151368.421052632 2.04586660460181E-06 -8.63511214743456E-08
151864.661654135 6.67005906618466E-07 -8.55976468933835E-08
152360.902255639 8.71221260584624E-07 -1.03944679079894E-06
152857.142857143 -3.93272784835403E-07 1.31895743401955E-07
153353.383458647 -1.4362799253689E-07 5.51475624770529E-07
153849.62406015 9.0395678244188E-07 2.29811287264351E-06
154345.864661654 3.27970252698551E-07 -1.20943830811207E-07
154842.105263158 -9.00842517820586E-07 -5.54883116817052E-08
155338.345864662 -4.56540365485274E-07 1.36967216002538E-06
155834.586466165 4.86194140382784E-07 -9.88138133363083E-07
156330.827067669 -4.2019766428302E-07 4.20851630584448E-07
156827.067669173 5.16221247539187E-07 6.95834941134669E-07
157323.308270677 -1.27531201367764E-06 -7.23713844631585E-08
157819.54887218 -1.04339278556784E-06 1.65563483687883E-06
158315.789473684 1.07314647772999E-06 -6.61160911016716E-07
158812.030075188 -2.08156574195727E-06 -6.38991389581045E-06
159308.270676692 -1.98375113324534E-06 3.40121599279797E-06
159804.511278195 4.4339484785863E-06 3.2167700944146E-06
160300.751879699 1.17116944782465E-06 -1.93857912568315E-06
160796.992481203 -3.3384019300915E-06 -2.61770000311614E-06
161293.233082707 -9.2892562166966E-07 2.71943711864308E-06
161789.473684211 3.0220832376336E-06 2.8104380506675E-07
162285.714285714 -2.92677894806859E-07 -2.04100784156521E-06
162781.954887218 -3.49925069585411E-06 3.00060921276665E-08
163278.195488722 -1.09836302323123E-06 9.38334460259623E-07
163774.436090226 2.64287449734269E-06 1.4678234446353E-06
164270.676691729 2.28325976301582E-06 3.52198187958027E-08
164766.917293233 -2.04935198179105E-06 -2.04656628562222E-06
165263.157894737 -2.67467198707693E-06 1.25529658918423E-06
165759.398496241 -1.06781564009451E-06 3.11233144237339E-06
166255.639097744 1.12030648983554E-06 -1.42576741394425E-06
166751.879699248 9.38972639249612E-07 -2.68229342964465E-06
167248.120300752 -3.30879608771672E-06 -3.99813942841876E-07
167744.360902256 1.19866953113442E-06 4.59027057279691E-07
168240.601503759 -4.77842514090841E-07 -2.06968942936873E-08
168736.842105263 -9.76915259558473E-07 -1.7831034725199E-06
169233.082706767 -1.98516652622884E-06 1.82341725517786E-06
169729.323308271 1.8826664376587E-06 9.06533389337113E-07
170225.563909774 7.84476520476114E-07 7.44909003037041E-07
170721.804511278 1.50326521368427E-07 -1.30425472259136E-06
171218.045112782 -5.37777130582128E-07 1.42794888009532E-06
171714.285714286 -1.9269486599412E-06 8.35771596748033E-07
172210.526315789 1.25365101337537E-06 2.11955425794311E-07
172706.766917293 -1.07263025103789E-06 -1.2359848890804E-06
173203.007518797 -4.28550249684579E-07 -2.51169413121746E-06
173699.248120301 -2.75343755415162E-06 5.27664573237324E-07
174195.488721804 6.99791112304109E-08 3.42960535336658E-07
174691.729323308 3.18145723265102E-06 -1.98033451942506E-06
175187.969924812 6.22133753305892E-07 -2.78269146453057E-06
175684.210526316 -1.2130170167502E-06 2.27453347487577E-06
176180.45112782 1.78646027052461E-06 -3.13331152551049E-07
176676.691729323 8.52330205632523E-07 -1.07116119969989E-06
177172.932330827 -1.40660112968158E-06 -3.4851067507688E-07
177669.172932331 -5.00913800172888E-07 1.77240737585377E-06
178165.413533835 8.94307927389009E-07 7.03764325667643E-07
178661.654135338 1.33095658786308E-06 -7.35989682731452E-07
179157.894736842 -2.25473840501012E-07 -1.28064364541563E-06
179654.135338346 -2.15237629427015E-07 -5.36817477891919E-07
180150.37593985 2.16672515575493E-07 7.21344225067286E-07
180646.616541353 1.62375494573408E-06 -1.37970330031758E-07
181142.857142857 -3.21343340803767E-07 -2.75307709589913E-06
181639.097744361 -2.72079877466064E-06 -8.20564517251567E-07
182135.338345865 -7.59971088473665E-07 2.24776757932741E-06
182631.578947368 1.59871365542467E-06 -2.90316003967499E-07
183127.819548872 4.71372433889662E-07 -1.44596222175311E-06
183624.060150376 -1.83758924763666E-06 6.06218523440089E-07
184120.30075188 -1.05341521656752E-07 1.32109858846736E-06
184616.541353383 2.15343556481378E-06 1.22710187369159E-06
185112.781954887 7.74697173211968E-07 -2.65633964991732E-06
185609.022556391 -2.81012334499448E-06 -5.63304995240454E-07
186105.263157895 -2.73898814043563E-07 3.03573880448065E-06
186601.503759399 2.7287026723565E-06 9.09388599819362E-07
187097.744360902 1.00717839845659E-06 -2.82179062403877E-06
187593.984962406 -2.65181701934717E-06 -2.84336960907861E-07
188090.22556391 4.59995603447132E-07 1.84515058782729E-06
188586.466165414 4.14888907080181E-06 -3.07109706856711E-07
189082.706766917 1.28997132009421E-06 -8.08467071261106E-07
189578.947368421 -1.51849577009887E-06 -5.9929747677362E-07
190075.187969925 2.40585472672828E-07 -1.23335723770518E-06
190571.428571429 3.04090934742726E-06 -6.27815689404054E-07
191067.669172932 -1.44514919103117E-08 -2.28457708491604E-06
191563.909774436 -1.57974684569117E-06 -1.04007557048458E-07
192060.15037594 -8.01674525502871E-07 3.0708966770777E-06
192556.390977444 3.16342507602131E-06 1.96713957103088E-06
193052.631578947 3.70009106127304E-08 -1.77606283537996E-06
193548.872180451 -2.05408910499129E-06 -6.39206987939801E-07
194045.112781955 -7.92185831082331E-07 1.72245495166813E-06
194541.353383459 3.34197057438912E-07 8.70718368177691E-07
195037.593984962 2.21703460056288E-06 -4.39051958346022E-07
195533.834586466 -6.67743832663919E-07 -7.1264418918632E-08
196030.07518797 -8.80656762762616E-07 5.87188370083176E-07
196526.315789474 3.19312856124084E-06 1.45748844145012E-06
197022.556390977 9.28421160585908E-07 -3.48037097947839E-06
197518.796992481 -4.15285902505619E-07 7.27407436681248E-07
198015.037593985 1.67430431409213E-06 -8.78199491961265E-07
198511.278195489 -2.22317986948786E-06 -1.27738203225167E-07
199007.518796992 -9.67670355934902E-07 1.7376246329695E-06
199503.759398496 3.03471965599178E-06 -6.07662582229651E-06
200000 -2.04086055084926E-06 1.06195726298004E-06
